cve_id,Classification,NIST_IDs,year
CVE-2022-31189,Non-AI,,2022
CVE-2022-31190,Non-AI,,2022
CVE-2022-31191,Non-AI,,2022
CVE-2022-31192,Non-AI,,2022
CVE-2022-31193,Non-AI,,2022
CVE-2022-31194,Non-AI,,2022
CVE-2022-31195,Non-AI,,2022
CVE-2022-31196,Non-AI,,2022
CVE-2022-31197,Non-AI,,2022
CVE-2022-31198,Non-AI,,2022
CVE-2022-31199,Non-AI,,2022
CVE-2022-31200,Non-AI,,2022
CVE-2022-31201,Non-AI,,2022
CVE-2022-31202,Non-AI,,2022
CVE-2022-31204,Non-AI,,2022
CVE-2022-31205,Non-AI,,2022
CVE-2022-31206,Non-AI,,2022
CVE-2022-31207,Non-AI,,2022
CVE-2022-31208,Non-AI,,2022
CVE-2022-31209,Non-AI,,2022
CVE-2022-31210,Non-AI,,2022
CVE-2022-31211,Non-AI,,2022
CVE-2022-31212,Non-AI,,2022
CVE-2022-31213,Non-AI,,2022
CVE-2022-31214,Non-AI,,2022
CVE-2022-31215,Non-AI,,2022
CVE-2022-31216,Non-AI,,2022
CVE-2022-31217,Non-AI,,2022
CVE-2022-31218,Non-AI,,2022
CVE-2022-31219,Non-AI,,2022
CVE-2022-31220,Non-AI,,2022
CVE-2022-31221,Non-AI,,2022
CVE-2022-31222,Non-AI,,2022
CVE-2022-31223,Non-AI,,2022
CVE-2022-31224,Non-AI,,2022
CVE-2022-31225,Non-AI,,2022
CVE-2022-31226,Non-AI,,2022
CVE-2022-31228,Non-AI,,2022
CVE-2022-31229,Non-AI,,2022
CVE-2022-31230,Non-AI,,2022
CVE-2022-31232,Non-AI,,2022
CVE-2022-31233,Non-AI,,2022
CVE-2022-31234,Non-AI,,2022
CVE-2022-31237,Non-AI,,2022
CVE-2022-31238,Non-AI,,2022
CVE-2022-31239,Non-AI,,2022
CVE-2022-31243,Non-AI,,2022
CVE-2022-31244,Non-AI,,2022
CVE-2022-31245,Non-AI,,2022
CVE-2022-31246,Non-AI,,2022
CVE-2022-31247,Non-AI,,2022
CVE-2022-31248,Non-AI,,2022
CVE-2022-31249,Non-AI,,2022
CVE-2022-31250,Non-AI,,2022
CVE-2022-31251,Non-AI,,2022
CVE-2022-31252,Non-AI,,2022
CVE-2022-31253,Non-AI,,2022
CVE-2022-31254,Non-AI,,2022
CVE-2022-31255,Non-AI,,2022
CVE-2022-31256,Non-AI,,2022
CVE-2022-31257,Non-AI,,2022
CVE-2022-31258,Non-AI,,2022
CVE-2022-31259,Non-AI,,2022
CVE-2022-31260,Non-AI,,2022
CVE-2022-31261,Non-AI,,2022
CVE-2022-31262,Non-AI,,2022
CVE-2022-31263,Non-AI,,2022
CVE-2022-31264,Non-AI,,2022
CVE-2022-31265,Non-AI,,2022
CVE-2022-31266,Non-AI,,2022
CVE-2022-31267,Non-AI,,2022
CVE-2022-31268,Non-AI,,2022
CVE-2022-31269,Non-AI,,2022
CVE-2022-31273,Non-AI,,2022
CVE-2022-31277,Non-AI,,2022
CVE-2022-31282,Non-AI,,2022
CVE-2022-31285,Non-AI,,2022
CVE-2022-31287,Non-AI,,2022
CVE-2022-31290,Non-AI,,2022
CVE-2022-31291,Non-AI,,2022
CVE-2022-31294,Non-AI,,2022
CVE-2022-31295,Non-AI,,2022
CVE-2022-31296,Non-AI,,2022
CVE-2022-31298,Non-AI,,2022
CVE-2022-31299,Non-AI,,2022
CVE-2022-31300,Non-AI,,2022
CVE-2022-31301,Non-AI,,2022
CVE-2022-31302,Non-AI,,2022
CVE-2022-31303,Non-AI,,2022
CVE-2022-31306,Non-AI,,2022
CVE-2022-31307,Non-AI,,2022
CVE-2022-31308,Non-AI,,2022
CVE-2022-31309,Non-AI,,2022
CVE-2022-31311,Non-AI,,2022
CVE-2022-31313,AI-Supply-Chain,,2022
CVE-2022-31321,Non-AI,,2022
CVE-2022-31322,Non-AI,,2022
CVE-2022-31324,Non-AI,,2022
CVE-2022-31325,Non-AI,,2022
CVE-2022-31327,Non-AI,,2022
CVE-2022-31328,Non-AI,,2022
CVE-2022-31329,Non-AI,,2022
CVE-2022-31335,Non-AI,,2022
CVE-2022-31336,Non-AI,,2022
CVE-2022-31337,Non-AI,,2022
CVE-2022-31338,Non-AI,,2022
CVE-2022-31339,Non-AI,,2022
CVE-2022-31340,Non-AI,,2022
CVE-2022-31342,Non-AI,,2022
CVE-2022-31343,Non-AI,,2022
CVE-2022-31344,Non-AI,,2022
CVE-2022-31345,Non-AI,,2022
CVE-2022-31346,Non-AI,,2022
CVE-2022-31347,Non-AI,,2022
CVE-2022-31348,Non-AI,,2022
CVE-2022-31350,Non-AI,,2022
CVE-2022-31351,Non-AI,,2022
CVE-2022-31352,Non-AI,,2022
CVE-2022-31353,Non-AI,,2022
CVE-2022-31354,Non-AI,,2022
CVE-2022-31355,Non-AI,,2022
CVE-2022-31356,Non-AI,,2022
CVE-2022-31357,Non-AI,,2022
CVE-2022-31358,Non-AI,,2022
CVE-2022-31361,Non-AI,,2022
CVE-2022-31362,Non-AI,,2022
CVE-2022-31363,Non-AI,,2022
CVE-2022-31364,Non-AI,,2022
CVE-2022-31366,Non-AI,,2022
CVE-2022-31367,Non-AI,,2022
CVE-2022-31372,Non-AI,,2022
CVE-2022-31373,Non-AI,,2022
CVE-2022-31374,Non-AI,,2022
CVE-2022-31382,Non-AI,,2022
CVE-2022-31383,Non-AI,,2022
CVE-2022-31384,Non-AI,,2022
CVE-2022-31386,Non-AI,,2022
CVE-2022-31390,Non-AI,,2022
CVE-2022-31393,Non-AI,,2022
CVE-2022-31394,Non-AI,,2022
CVE-2022-31395,Non-AI,,2022
CVE-2022-31398,Non-AI,,2022
CVE-2022-31400,Non-AI,,2022
CVE-2022-31402,Non-AI,,2022
CVE-2022-31403,Non-AI,,2022
CVE-2022-31405,Non-AI,,2022
CVE-2022-31414,Non-AI,,2022
CVE-2022-31415,Non-AI,,2022
CVE-2022-31446,Non-AI,,2022
CVE-2022-31447,Non-AI,,2022
CVE-2022-31454,Non-AI,,2022
CVE-2022-31455,Non-AI,,2022
CVE-2022-31456,Non-AI,,2022
CVE-2022-31457,Non-AI,,2022
CVE-2022-31458,Non-AI,,2022
CVE-2022-31459,Non-AI,,2022
CVE-2022-31460,Non-AI,,2022
CVE-2022-31461,Non-AI,,2022
CVE-2022-31462,Non-AI,,2022
CVE-2022-31463,Non-AI,,2022
CVE-2022-31464,Non-AI,,2022
CVE-2022-31465,Non-AI,,2022
CVE-2022-31466,Non-AI,,2022
CVE-2022-31467,Non-AI,,2022
CVE-2022-31468,Non-AI,,2022
CVE-2022-31469,Non-AI,,2022
CVE-2022-31470,Non-AI,,2022
CVE-2022-31471,Non-AI,,2022
CVE-2022-31472,Non-AI,,2022
CVE-2022-31473,Non-AI,,2022
CVE-2022-31474,Non-AI,,2022
CVE-2022-31475,Non-AI,,2022
CVE-2022-31476,Non-AI,,2022
CVE-2022-31477,Non-AI,,2022
CVE-2022-31478,Non-AI,,2022
CVE-2022-31479,Non-AI,,2022
CVE-2022-31480,Non-AI,,2022
CVE-2022-31481,Non-AI,,2022
CVE-2022-31482,Non-AI,,2022
CVE-2022-31483,Non-AI,,2022
CVE-2022-31484,Non-AI,,2022
CVE-2022-31485,Non-AI,,2022
CVE-2022-31486,Non-AI,,2022
CVE-2022-31487,Non-AI,,2022
CVE-2022-31488,Non-AI,,2022
CVE-2022-31489,Non-AI,,2022
CVE-2022-31492,Non-AI,,2022
CVE-2022-31493,Non-AI,,2022
CVE-2022-31494,Non-AI,,2022
CVE-2022-31495,Non-AI,,2022
CVE-2022-31496,Non-AI,,2022
CVE-2022-31497,Non-AI,,2022
CVE-2022-31498,Non-AI,,2022
CVE-2022-31499,Non-AI,,2022
CVE-2022-31500,Non-AI,,2022
CVE-2022-31501,Non-AI,,2022
CVE-2022-31502,Non-AI,,2022
CVE-2022-31503,Non-AI,,2022
CVE-2022-31504,Non-AI,,2022
CVE-2022-31505,Non-AI,,2022
CVE-2022-31506,Non-AI,,2022
CVE-2022-31507,Non-AI,,2022
CVE-2022-31508,Non-AI,,2022
CVE-2022-31509,Non-AI,,2022
CVE-2022-31510,Non-AI,,2022
CVE-2022-31511,Non-AI,,2022
CVE-2022-31512,Non-AI,,2022
CVE-2022-31513,Non-AI,,2022
CVE-2022-31514,Non-AI,,2022
CVE-2022-31515,Non-AI,,2022
CVE-2022-31516,Non-AI,,2022
CVE-2022-31517,Non-AI,,2022
CVE-2022-31518,Non-AI,,2022
CVE-2022-31519,Non-AI,,2022
CVE-2022-31520,Non-AI,,2022
CVE-2022-31521,Non-AI,,2022
CVE-2022-31522,Non-AI,,2022
CVE-2022-31523,AI-Supply-Chain,,2022
CVE-2022-31524,Non-AI,,2022
CVE-2022-31525,Non-AI,,2022
CVE-2022-31526,Non-AI,,2022
CVE-2022-31527,Non-AI,,2022
CVE-2022-31528,Non-AI,,2022
CVE-2022-31529,Non-AI,,2022
CVE-2022-31530,Non-AI,,2022
CVE-2022-31531,Non-AI,,2022
CVE-2022-31532,Non-AI,,2022
CVE-2022-31533,Non-AI,,2022
CVE-2022-31534,Non-AI,,2022
CVE-2022-31535,Non-AI,,2022
CVE-2022-31536,Non-AI,,2022
CVE-2022-31537,Non-AI,,2022
CVE-2022-31538,Non-AI,,2022
CVE-2022-31539,Non-AI,,2022
CVE-2022-31540,Non-AI,,2022
CVE-2022-31541,Non-AI,,2022
CVE-2022-31542,Non-AI,,2022
CVE-2022-31543,Non-AI,,2022
CVE-2022-31544,Non-AI,,2022
CVE-2022-31545,Non-AI,,2022
CVE-2022-31546,Non-AI,,2022
CVE-2022-31547,Non-AI,,2022
CVE-2022-31548,Non-AI,,2022
CVE-2022-31549,Non-AI,,2022
CVE-2022-31550,Non-AI,,2022
CVE-2022-31551,Non-AI,,2022
CVE-2022-31552,Non-AI,,2022
CVE-2022-31553,Non-AI,,2022
CVE-2022-31554,Non-AI,,2022
CVE-2022-31555,Non-AI,,2022
CVE-2022-31556,Non-AI,,2022
CVE-2022-31557,Non-AI,,2022
CVE-2022-31558,Non-AI,,2022
CVE-2022-31559,Non-AI,,2022
CVE-2022-31560,Non-AI,,2022
CVE-2022-31561,Non-AI,,2022
CVE-2022-31562,Non-AI,,2022
CVE-2022-31563,Non-AI,,2022
CVE-2022-31564,Non-AI,,2022
CVE-2022-31565,Non-AI,,2022
CVE-2022-31566,Non-AI,,2022
CVE-2022-31567,Non-AI,,2022
CVE-2022-31568,Non-AI,,2022
CVE-2022-31570,Non-AI,,2022
CVE-2022-31571,Non-AI,,2022
CVE-2022-31572,Non-AI,,2022
CVE-2022-31573,Non-AI,,2022
CVE-2022-31574,Non-AI,,2022
CVE-2022-31575,Non-AI,,2022
CVE-2022-31576,Non-AI,,2022
CVE-2022-31577,Non-AI,,2022
CVE-2022-31578,Non-AI,,2022
CVE-2022-31579,Non-AI,,2022
CVE-2022-31580,Non-AI,,2022
CVE-2022-31581,Non-AI,,2022
CVE-2022-31582,Non-AI,,2022
CVE-2022-31583,Non-AI,,2022
CVE-2022-31584,Non-AI,,2022
CVE-2022-31585,Non-AI,,2022
CVE-2022-31586,Non-AI,,2022
CVE-2022-31587,Non-AI,,2022
CVE-2022-31588,Non-AI,,2022
CVE-2022-31589,Non-AI,,2022
CVE-2022-31590,Non-AI,,2022
CVE-2022-31591,Non-AI,,2022
CVE-2022-31592,Non-AI,,2022
CVE-2022-31593,Non-AI,,2022
CVE-2022-31594,Non-AI,,2022
CVE-2022-31595,Non-AI,,2022
CVE-2022-31596,Non-AI,,2022
CVE-2022-31597,Non-AI,,2022
CVE-2022-31598,Non-AI,,2022
CVE-2022-31599,Non-AI,,2022
CVE-2022-31600,Non-AI,,2022
CVE-2022-31601,Non-AI,,2022
CVE-2022-31602,Non-AI,,2022
CVE-2022-31603,Non-AI,,2022
CVE-2022-31604,Non-AI,,2022
CVE-2022-31605,Non-AI,,2022
CVE-2022-31606,Non-AI,,2022
CVE-2022-31607,Non-AI,,2022
CVE-2022-31608,Non-AI,,2022
CVE-2022-31609,Non-AI,,2022
CVE-2022-31610,Non-AI,,2022
CVE-2022-31611,Non-AI,,2022
CVE-2022-31612,Non-AI,,2022
CVE-2022-31613,Non-AI,,2022
CVE-2022-31614,Non-AI,,2022
CVE-2022-31615,Non-AI,,2022
CVE-2022-31616,AI-Supply-Chain,,2022
CVE-2022-31617,Non-AI,,2022
CVE-2022-31618,Non-AI,,2022
CVE-2022-31619,Non-AI,,2022
CVE-2022-31620,Non-AI,,2022
CVE-2022-31621,Non-AI,,2022
CVE-2022-31622,Non-AI,,2022
CVE-2022-31623,Non-AI,,2022
CVE-2022-31624,Non-AI,,2022
CVE-2022-31625,Non-AI,,2022
CVE-2022-31626,Non-AI,,2022
CVE-2022-31627,Non-AI,,2022
CVE-2022-31628,Non-AI,,2022
CVE-2022-31629,Non-AI,,2022
CVE-2022-31630,Non-AI,,2022
CVE-2022-31631,Non-AI,,2022
CVE-2022-31635,Non-AI,,2022
CVE-2022-31636,Non-AI,,2022
CVE-2022-31637,Non-AI,,2022
CVE-2022-31638,Non-AI,,2022
CVE-2022-31639,Non-AI,,2022
CVE-2022-31640,Non-AI,,2022
CVE-2022-31641,Non-AI,,2022
CVE-2022-31642,Non-AI,,2022
CVE-2022-31643,Non-AI,,2022
CVE-2022-31644,Non-AI,,2022
CVE-2022-31645,Non-AI,,2022
CVE-2022-31646,Non-AI,,2022
CVE-2022-31647,Non-AI,,2022
CVE-2022-31648,Non-AI,,2022
CVE-2022-31649,Non-AI,,2022
CVE-2022-31650,Non-AI,,2022
CVE-2022-31651,Non-AI,,2022
CVE-2022-31654,Non-AI,,2022
CVE-2022-31655,Non-AI,,2022
CVE-2022-31656,Non-AI,,2022
CVE-2022-31657,Non-AI,,2022
CVE-2022-31658,Non-AI,,2022
CVE-2022-31659,Non-AI,,2022
CVE-2022-31660,Non-AI,,2022
CVE-2022-31661,Non-AI,,2022
CVE-2022-31662,Non-AI,,2022
CVE-2022-31663,Non-AI,,2022
CVE-2022-31664,Non-AI,,2022
CVE-2022-31665,Non-AI,,2022
CVE-2022-31666,Non-AI,,2022
CVE-2022-31667,Non-AI,,2022
CVE-2022-31668,Non-AI,,2022
CVE-2022-31669,Non-AI,,2022
CVE-2022-31670,Non-AI,,2022
CVE-2022-31671,Non-AI,,2022
CVE-2022-31672,Non-AI,,2022
CVE-2022-31673,Non-AI,,2022
CVE-2022-31674,Non-AI,,2022
CVE-2022-31675,Non-AI,,2022
CVE-2022-31676,Non-AI,,2022
CVE-2022-31677,Non-AI,,2022
CVE-2022-31678,Non-AI,,2022
CVE-2022-31679,Non-AI,,2022
CVE-2022-31680,Non-AI,,2022
CVE-2022-31681,Non-AI,,2022
CVE-2022-31682,Non-AI,,2022
CVE-2022-31683,Non-AI,,2022
CVE-2022-31684,Non-AI,,2022
CVE-2022-31685,Non-AI,,2022
CVE-2022-31686,Non-AI,,2022
CVE-2022-31687,Non-AI,,2022
CVE-2022-31688,Non-AI,,2022
CVE-2022-31689,Non-AI,,2022
CVE-2022-31690,Non-AI,,2022
CVE-2022-31691,AI-Supply-Chain,,2022
CVE-2022-31692,Non-AI,,2022
CVE-2022-31693,Non-AI,,2022
CVE-2022-31694,Non-AI,,2022
CVE-2022-31696,Non-AI,,2022
CVE-2022-31697,Non-AI,,2022
CVE-2022-31698,Non-AI,,2022
CVE-2022-31699,Non-AI,,2022
CVE-2022-31700,Non-AI,,2022
CVE-2022-31701,Non-AI,,2022
CVE-2022-31702,Non-AI,,2022
CVE-2022-31703,Non-AI,,2022
CVE-2022-31704,Non-AI,,2022
CVE-2022-31705,Non-AI,,2022
CVE-2022-31706,Non-AI,,2022
CVE-2022-31707,Non-AI,,2022
CVE-2022-31708,Non-AI,,2022
CVE-2022-31710,Non-AI,,2022
CVE-2022-31711,Non-AI,,2022
CVE-2022-31733,Non-AI,,2022
CVE-2022-31734,Non-AI,,2022
CVE-2022-31735,Non-AI,,2022
CVE-2022-31736,Non-AI,,2022
CVE-2022-31737,Non-AI,,2022
CVE-2022-31738,Non-AI,,2022
CVE-2022-31739,Non-AI,,2022
CVE-2022-31740,Non-AI,,2022
CVE-2022-31741,Non-AI,,2022
CVE-2022-31742,Non-AI,,2022
CVE-2022-31743,Non-AI,,2022
CVE-2022-31744,Non-AI,,2022
CVE-2022-31745,Non-AI,,2022
CVE-2022-31746,Non-AI,,2022
CVE-2022-31747,Non-AI,,2022
CVE-2022-31748,Non-AI,,2022
CVE-2022-31749,Non-AI,,2022
CVE-2022-31751,Non-AI,,2022
CVE-2022-31752,Non-AI,,2022
CVE-2022-31753,Non-AI,,2022
CVE-2022-31754,Non-AI,,2022
CVE-2022-31755,Non-AI,,2022
CVE-2022-31756,Non-AI,,2022
CVE-2022-31757,Non-AI,,2022
CVE-2022-31758,Non-AI,,2022
CVE-2022-31759,Non-AI,,2022
CVE-2022-31760,Non-AI,,2022
CVE-2022-31761,Non-AI,,2022
CVE-2022-31762,Non-AI,,2022
CVE-2022-31763,Non-AI,,2022
CVE-2022-31764,Non-AI,,2022
CVE-2022-31765,Non-AI,,2022
CVE-2022-31766,Non-AI,,2022
CVE-2022-31767,Non-AI,,2022
CVE-2022-31768,Non-AI,,2022
CVE-2022-31769,Non-AI,,2022
CVE-2022-31770,Non-AI,,2022
CVE-2022-31772,Non-AI,,2022
CVE-2022-31773,Non-AI,,2022
CVE-2022-31774,Non-AI,,2022
CVE-2022-31775,Non-AI,,2022
CVE-2022-31776,Non-AI,,2022
CVE-2022-31777,Non-AI,,2022
CVE-2022-31778,Non-AI,,2022
CVE-2022-31779,Non-AI,,2022
CVE-2022-31780,Non-AI,,2022
CVE-2022-31781,Non-AI,,2022
CVE-2022-31782,Non-AI,,2022
CVE-2022-31783,Non-AI,,2022
CVE-2022-31784,Non-AI,,2022
CVE-2022-31786,Non-AI,,2022
CVE-2022-31787,Non-AI,,2022
CVE-2022-31788,Non-AI,,2022
CVE-2022-31789,Non-AI,,2022
CVE-2022-31790,Non-AI,,2022
CVE-2022-31791,Non-AI,,2022
CVE-2022-31792,Non-AI,,2022
CVE-2022-31793,Non-AI,,2022
CVE-2022-31794,Non-AI,,2022
CVE-2022-31795,Non-AI,,2022
CVE-2022-31796,Non-AI,,2022
CVE-2022-31798,Non-AI,,2022
CVE-2022-31799,Non-AI,,2022
CVE-2022-31800,Non-AI,,2022
CVE-2022-31801,Non-AI,,2022
CVE-2022-31802,Non-AI,,2022
CVE-2022-31803,Non-AI,,2022
CVE-2022-31804,Non-AI,,2022
CVE-2022-31805,Non-AI,,2022
CVE-2022-31806,Non-AI,,2022
CVE-2022-31807,Non-AI,,2022
CVE-2022-31808,Non-AI,,2022
CVE-2022-31810,Non-AI,,2022
CVE-2022-31812,Non-AI,,2022
CVE-2022-31813,Non-AI,,2022
CVE-2022-31814,Non-AI,,2022
CVE-2022-31827,Non-AI,,2022
CVE-2022-31830,Non-AI,,2022
CVE-2022-31836,Non-AI,,2022
CVE-2022-31845,Non-AI,,2022
CVE-2022-31846,Non-AI,,2022
CVE-2022-31847,Non-AI,,2022
CVE-2022-31849,Non-AI,,2022
CVE-2022-31854,Non-AI,,2022
CVE-2022-31856,Non-AI,,2022
CVE-2022-31860,Non-AI,,2022
CVE-2022-31861,Non-AI,,2022
CVE-2022-31873,Non-AI,,2022
CVE-2022-31874,Non-AI,,2022
CVE-2022-31875,Non-AI,,2022
CVE-2022-31876,Non-AI,,2022
CVE-2022-31877,Non-AI,,2022
CVE-2022-31879,Non-AI,,2022
CVE-2022-31883,Non-AI,,2022
CVE-2022-31884,Non-AI,,2022
CVE-2022-31885,Non-AI,,2022
CVE-2022-31886,Non-AI,,2022
CVE-2022-31887,Non-AI,,2022
CVE-2022-31888,Non-AI,,2022
CVE-2022-31889,Non-AI,,2022
CVE-2022-31890,Non-AI,,2022
CVE-2022-31897,Non-AI,,2022
CVE-2022-31898,Non-AI,,2022
CVE-2022-31901,Non-AI,,2022
CVE-2022-31902,Non-AI,,2022
CVE-2022-31904,Non-AI,,2022
CVE-2022-31906,Non-AI,,2022
CVE-2022-31908,Non-AI,,2022
CVE-2022-31910,Non-AI,,2022
CVE-2022-31911,Non-AI,,2022
CVE-2022-31912,Non-AI,,2022
CVE-2022-31913,Non-AI,,2022
CVE-2022-31914,Non-AI,,2022
CVE-2022-31937,Non-AI,,2022
CVE-2022-31941,Non-AI,,2022
CVE-2022-31943,Non-AI,,2022
CVE-2022-31945,Non-AI,,2022
CVE-2022-31946,Non-AI,,2022
CVE-2022-31948,Non-AI,,2022
CVE-2022-31951,Non-AI,,2022
CVE-2022-31952,Non-AI,,2022
CVE-2022-31953,Non-AI,,2022
CVE-2022-31956,Non-AI,,2022
CVE-2022-31957,Non-AI,,2022
CVE-2022-31959,Non-AI,,2022
CVE-2022-31961,Non-AI,,2022
CVE-2022-31962,Non-AI,,2022
CVE-2022-31964,Non-AI,,2022
CVE-2022-31965,Non-AI,,2022
CVE-2022-31966,Non-AI,,2022
CVE-2022-31969,Non-AI,,2022
CVE-2022-31970,Non-AI,,2022
CVE-2022-31971,Non-AI,,2022
CVE-2022-31973,Non-AI,,2022
CVE-2022-31974,Non-AI,,2022
CVE-2022-31975,Non-AI,,2022
CVE-2022-31976,Non-AI,,2022
CVE-2022-31977,Non-AI,,2022
CVE-2022-31978,Non-AI,,2022
CVE-2022-31980,Non-AI,,2022
CVE-2022-31981,Non-AI,,2022
CVE-2022-31982,Non-AI,,2022
CVE-2022-31983,Non-AI,,2022
CVE-2022-31984,Non-AI,,2022
CVE-2022-31985,Non-AI,,2022
CVE-2022-31986,Non-AI,,2022
CVE-2022-31988,Non-AI,,2022
CVE-2022-31989,Non-AI,,2022
CVE-2022-31990,Non-AI,,2022
CVE-2022-31991,Non-AI,,2022
CVE-2022-31992,Non-AI,,2022
CVE-2022-31993,Non-AI,,2022
CVE-2022-31994,Non-AI,,2022
CVE-2022-31996,Non-AI,,2022
CVE-2022-31998,Non-AI,,2022
CVE-2022-32000,Non-AI,,2022
CVE-2022-32001,Non-AI,,2022
CVE-2022-32002,Non-AI,,2022
CVE-2022-32003,Non-AI,,2022
CVE-2022-32004,Non-AI,,2022
CVE-2022-32005,Non-AI,,2022
CVE-2022-32006,Non-AI,,2022
CVE-2022-32007,Non-AI,,2022
CVE-2022-32008,Non-AI,,2022
CVE-2022-32010,Non-AI,,2022
CVE-2022-32011,Non-AI,,2022
CVE-2022-32012,Non-AI,,2022
CVE-2022-32013,Non-AI,,2022
CVE-2022-32014,Non-AI,,2022
CVE-2022-32015,Non-AI,,2022
CVE-2022-32016,Non-AI,,2022
CVE-2022-32017,Non-AI,,2022
CVE-2022-32018,Non-AI,,2022
CVE-2022-32019,Non-AI,,2022
CVE-2022-32020,Non-AI,,2022
CVE-2022-32021,Non-AI,,2022
CVE-2022-32022,Non-AI,,2022
CVE-2022-32024,Non-AI,,2022
CVE-2022-32025,Non-AI,,2022
CVE-2022-32026,Non-AI,,2022
CVE-2022-32027,Non-AI,,2022
CVE-2022-32028,Non-AI,,2022
CVE-2022-32030,Non-AI,,2022
CVE-2022-32031,Non-AI,,2022
CVE-2022-32032,Non-AI,,2022
CVE-2022-32033,Non-AI,,2022
CVE-2022-32034,Non-AI,,2022
CVE-2022-32035,Non-AI,,2022
CVE-2022-32036,Non-AI,,2022
CVE-2022-32037,Non-AI,,2022
CVE-2022-32039,Non-AI,,2022
CVE-2022-32040,Non-AI,,2022
CVE-2022-32041,Non-AI,,2022
CVE-2022-32043,Non-AI,,2022
CVE-2022-32044,Non-AI,,2022
CVE-2022-32045,Non-AI,,2022
CVE-2022-32046,Non-AI,,2022
CVE-2022-32047,Non-AI,,2022
CVE-2022-32048,Non-AI,,2022
CVE-2022-32049,Non-AI,,2022
CVE-2022-32050,Non-AI,,2022
CVE-2022-32051,Non-AI,,2022
CVE-2022-32052,Non-AI,,2022
CVE-2022-32053,Non-AI,,2022
CVE-2022-32054,Non-AI,,2022
CVE-2022-32055,Non-AI,,2022
CVE-2022-32056,Non-AI,,2022
CVE-2022-32058,Non-AI,,2022
CVE-2022-32060,Non-AI,,2022
CVE-2022-32061,Non-AI,,2022
CVE-2022-32065,Non-AI,,2022
CVE-2022-32073,Non-AI,,2022
CVE-2022-32074,Non-AI,,2022
CVE-2022-32081,Non-AI,,2022
CVE-2022-32082,Non-AI,,2022
CVE-2022-32083,Non-AI,,2022
CVE-2022-32084,Non-AI,,2022
CVE-2022-32085,Non-AI,,2022
CVE-2022-32086,Non-AI,,2022
CVE-2022-32087,Non-AI,,2022
CVE-2022-32088,Non-AI,,2022
CVE-2022-32089,Non-AI,,2022
CVE-2022-32091,Non-AI,,2022
CVE-2022-32092,Non-AI,,2022
CVE-2022-32093,Non-AI,,2022
CVE-2022-32094,Non-AI,,2022
CVE-2022-32095,Non-AI,,2022
CVE-2022-32096,Non-AI,,2022
CVE-2022-32101,Non-AI,,2022
CVE-2022-32114,Non-AI,,2022
CVE-2022-32115,Non-AI,,2022
CVE-2022-32117,Non-AI,,2022
CVE-2022-32118,Non-AI,,2022
CVE-2022-32119,Non-AI,,2022
CVE-2022-32124,Non-AI,,2022
CVE-2022-32125,Non-AI,,2022
CVE-2022-32126,Non-AI,,2022
CVE-2022-32127,Non-AI,,2022
CVE-2022-32128,Non-AI,,2022
CVE-2022-32129,Non-AI,,2022
CVE-2022-32130,Non-AI,,2022
CVE-2022-32131,Non-AI,,2022
CVE-2022-32136,Non-AI,,2022
CVE-2022-32137,Non-AI,,2022
CVE-2022-32138,Non-AI,,2022
CVE-2022-32139,Non-AI,,2022
CVE-2022-32140,Non-AI,,2022
CVE-2022-32141,Non-AI,,2022
CVE-2022-32142,Non-AI,,2022
CVE-2022-32143,Non-AI,,2022
CVE-2022-32144,Non-AI,,2022
CVE-2022-32145,Non-AI,,2022
CVE-2022-32148,Non-AI,,2022
CVE-2022-32149,Non-AI,,2022
CVE-2022-32151,Non-AI,,2022
CVE-2022-32152,Non-AI,,2022
CVE-2022-32153,Non-AI,,2022
CVE-2022-32154,Non-AI,,2022
CVE-2022-32155,Non-AI,,2022
CVE-2022-32156,Non-AI,,2022
CVE-2022-32157,Non-AI,,2022
CVE-2022-32158,Non-AI,,2022
CVE-2022-32159,Non-AI,,2022
CVE-2022-32166,Non-AI,,2022
CVE-2022-32167,Non-AI,,2022
CVE-2022-32168,Non-AI,,2022
CVE-2022-32169,Non-AI,,2022
CVE-2022-32170,Non-AI,,2022
CVE-2022-32171,Non-AI,,2022
CVE-2022-32172,Non-AI,,2022
CVE-2022-32173,Non-AI,,2022
CVE-2022-32174,Non-AI,,2022
CVE-2022-32175,Non-AI,,2022
CVE-2022-32176,Non-AI,,2022
CVE-2022-32177,Non-AI,,2022
CVE-2022-32189,Non-AI,,2022
CVE-2022-32190,Non-AI,,2022
CVE-2022-32192,Non-AI,,2022
CVE-2022-32193,Non-AI,,2022
CVE-2022-32195,Non-AI,,2022
CVE-2022-32199,Non-AI,,2022
CVE-2022-32200,Non-AI,,2022
CVE-2022-32201,Non-AI,,2022
CVE-2022-32202,Non-AI,,2022
CVE-2022-32203,Non-AI,,2022
CVE-2022-32204,Non-AI,,2022
CVE-2022-32205,Non-AI,,2022
CVE-2022-32206,Non-AI,,2022
CVE-2022-32207,Non-AI,,2022
CVE-2022-32208,Non-AI,,2022
CVE-2022-32209,Non-AI,,2022
CVE-2022-32210,Non-AI,,2022
CVE-2022-32211,Non-AI,,2022
CVE-2022-32212,Non-AI,,2022
CVE-2022-32213,Non-AI,,2022
CVE-2022-32214,Non-AI,,2022
CVE-2022-32215,Non-AI,,2022
CVE-2022-32217,Non-AI,,2022
CVE-2022-32218,Non-AI,,2022
CVE-2022-32219,Non-AI,,2022
